date,spx,vix
1990-01-02,359.6900,17.2400
1990-01-03,358.7600,18.1900
1990-01-04,355.6700,19.2200
1990-01-05,352.2000,20.1100
1990-01-08,353.7900,20.2600
1990-01-09,349.6200,22.2000
1990-01-10,347.3100,22.4400
1990-01-11,348.5300,20.0500
1990-01-12,339.9300,24.6400
1990-01-15,337.0000,26.3400
1990-01-16,340.7500,24.1800
1990-01-17,337.4000,24.1600
1990-01-18,338.1900,24.3400
1990-01-19,339.1500,22.5000
1990-01-22,330.3800,26.7000
1990-01-23,331.6100,24.7200
1990-01-24,330.2600,25.3900
1990-01-25,326.0800,25.6300
1990-01-26,325.8000,26.2800
1990-01-29,325.2000,26.4400
1990-01-30,322.9800,27.2500
1990-01-31,329.0800,25.3600
1990-02-01,328.7900,24.8700
1990-02-02,330.9200,24.3200
1990-02-05,331.8500,24.5400
1990-02-06,329.6600,24.6900
1990-02-07,333.7500,24.2900
1990-02-08,332.9600,23.7700
1990-02-09,333.6200,23.6900
1990-02-12,330.0800,24.3800
1990-02-13,331.0200,23.7600
1990-02-14,332.0100,22.0500
1990-02-15,334.8900,19.7100
1990-02-16,332.7200,20.7800
1990-02-20,327.9900,22.7800
1990-02-21,327.6700,23.8900
1990-02-22,325.7000,22.5400
1990-02-23,324.1500,23.6900
1990-02-26,328.6700,23.5600
1990-02-27,330.2600,22.6900
1990-02-28,331.8900,21.9900
1990-03-01,332.7400,21.9000
1990-03-02,335.5400,21.3400
1990-03-05,333.7400,22.0300
1990-03-06,337.9300,20.5500
1990-03-07,336.9500,19.1000
1990-03-08,340.2700,19.7400
1990-03-09,337.9300,20.3000
1990-03-12,338.6700,20.0700
1990-03-13,336.0000,21.0500
1990-03-14,336.8700,19.6500
1990-03-15,338.0700,18.8100
1990-03-16,341.9100,17.6200
1990-03-19,343.5300,18.2900
1990-03-20,341.5700,19.0600
1990-03-21,339.7400,20.1000
1990-03-22,335.6900,22.7400
1990-03-23,337.2200,20.4600
1990-03-26,337.6300,19.5900
1990-03-27,341.5000,21.0100
1990-03-28,342.0000,19.7700
1990-03-29,340.7900,18.4600
1990-03-30,339.9400,19.7300
1990-04-02,338.7000,22.8400
1990-04-03,343.6400,20.4400
1990-04-04,341.0900,22.0300
1990-04-05,340.7300,21.2100
1990-04-06,340.0800,21.7600
1990-04-09,341.3700,22.3000
1990-04-10,342.0700,21.6900
1990-04-11,341.9200,17.7300
1990-04-12,344.3400,19.8000
1990-04-16,344.7400,20.7500
1990-04-17,344.6800,20.3800
1990-04-18,340.7200,22.6700
1990-04-19,338.0900,22.4600
1990-04-20,335.1200,23.3300
1990-04-23,331.0500,24.1600
1990-04-24,330.3600,21.7000
1990-04-25,332.0300,20.8600
1990-04-26,332.9200,20.2500
1990-04-27,329.1100,22.1900
1990-04-30,330.8000,19.5200
1990-05-01,332.2500,18.4300
1990-05-02,334.4800,19.3200
1990-05-03,335.5700,17.8100
1990-05-04,338.3900,17.2800
1990-05-07,340.5300,17.6500
1990-05-08,342.0100,18.4900
1990-05-09,342.8600,18.6400
1990-05-10,343.8200,18.5900
1990-05-11,352.0000,19.8100
1990-05-14,354.7500,20.1400
1990-05-15,354.2800,19.4900
1990-05-16,354.0000,17.7100
1990-05-17,354.4700,17.2700
1990-05-18,354.6400,17.2000
1990-05-21,358.0000,16.7200
1990-05-22,358.4300,17.8400
1990-05-23,359.2900,17.1800
1990-05-24,358.4100,17.7000
1990-05-25,354.5800,17.3200
1990-05-29,360.6500,18.7500
1990-05-30,360.8600,17.4400
1990-05-31,361.2300,17.3700
1990-06-01,363.1600,17.0900
1990-06-04,367.4000,18.3900
1990-06-05,366.6400,18.9700
1990-06-06,364.9600,17.4200
1990-06-07,363.1500,16.8800
1990-06-08,358.7100,17.5800
1990-06-11,361.6300,16.3400
1990-06-12,366.2500,16.6000
1990-06-13,364.9000,17.3800
1990-06-14,362.9000,17.4000
1990-06-15,362.9100,15.9000
1990-06-18,356.8800,17.7100
1990-06-19,358.4700,15.2300
1990-06-20,359.1000,15.2700
1990-06-21,360.4700,14.7200
1990-06-22,355.4300,19.3600
1990-06-25,352.3100,17.0600
1990-06-26,352.0600,16.2900
1990-06-27,355.1400,16.0000
1990-06-28,357.6300,16.1800
1990-06-29,358.0200,15.5000
1990-07-02,359.5400,16.2600
1990-07-03,360.1600,16.1100
1990-07-05,355.6800,17.2500
1990-07-06,358.4200,16.4100
1990-07-09,359.5200,16.6600
1990-07-10,356.4900,16.9200
1990-07-11,361.2300,16.6800
1990-07-12,365.4400,17.0600
1990-07-13,367.3100,17.0900
1990-07-16,368.9500,16.7500
1990-07-17,367.5200,16.6600
1990-07-18,364.2200,18.9000
1990-07-19,365.3200,18.5600
1990-07-20,361.6100,15.6300
1990-07-23,355.3100,23.6800
1990-07-24,355.7900,21.7900
1990-07-25,357.0900,20.1900
1990-07-26,355.9100,20.2600
1990-07-27,353.4400,21.1200
1990-07-30,355.5500,21.1600
1990-07-31,356.1500,21.1100
1990-08-01,355.5200,21.6400
1990-08-02,351.4800,20.4300
1990-08-03,344.8600,28.7400
1990-08-06,334.4300,35.9100
1990-08-07,334.8300,32.7500
1990-08-08,338.3500,28.2700
1990-08-09,339.9400,24.3900
1990-08-10,335.5200,25.7500
1990-08-13,338.8400,25.7400
1990-08-14,339.3900,24.1800
1990-08-15,340.0600,23.3100
1990-08-16,332.3900,27.1600
1990-08-17,327.8300,27.5300
1990-08-20,328.5100,26.4600
1990-08-21,321.8600,28.9000
1990-08-22,316.5500,30.5500
1990-08-23,307.0600,36.4700
1990-08-24,311.5100,33.9300
1990-08-27,321.4400,29.6300
1990-08-28,321.3400,29.1200
1990-08-29,324.1900,27.3800
1990-08-30,318.7100,29.8900
1990-08-31,322.5600,29.9000
1990-09-04,323.0900,29.5800
1990-09-05,324.3900,28.5200
1990-09-06,320.4600,30.1900
1990-09-07,323.4000,28.7300
1990-09-10,321.6300,29.3400
1990-09-11,321.0400,28.3800
1990-09-12,322.5400,28.1200
1990-09-13,318.6500,29.3300
1990-09-14,316.8300,30.5600
1990-09-17,317.7700,29.5500
1990-09-18,318.6000,28.8200
1990-09-19,316.6000,27.8800
1990-09-20,311.4800,28.6600
1990-09-21,311.3200,30.0400
1990-09-24,304.5900,30.5600
1990-09-25,308.2600,28.8100
1990-09-26,305.0600,28.1900
1990-09-27,300.9700,28.6700
1990-09-28,306.0500,29.1100
1990-10-01,314.9400,28.0600
1990-10-02,315.2100,27.2800
1990-10-03,311.4000,27.9000
1990-10-04,312.6900,27.5100
1990-10-05,311.5000,27.8500
1990-10-08,313.4800,28.0400
1990-10-09,305.1000,30.7100
1990-10-10,300.3900,31.1900
1990-10-11,295.4600,33.9800
1990-10-12,300.0300,31.9400
1990-10-15,303.2300,31.6400
1990-10-16,298.9200,31.4500
1990-10-17,298.7600,31.3700
1990-10-18,305.7400,29.6000
1990-10-19,312.4800,27.8600
1990-10-22,314.7600,27.2700
1990-10-23,312.3600,27.5700
1990-10-24,312.6000,28.2800
1990-10-25,310.1700,29.0400
1990-10-26,304.7100,30.7500
1990-10-29,301.8800,31.5400
1990-10-30,304.0600,30.5200
1990-10-31,304.0000,30.0400
1990-11-01,307.0200,30.2500
1990-11-02,311.8500,30.0300
1990-11-05,314.5900,29.8500
1990-11-06,311.6200,29.1100
1990-11-07,306.0100,30.8700
1990-11-08,307.6100,30.7900
1990-11-09,313.7400,26.9600
1990-11-12,319.4800,25.6000
1990-11-13,317.6700,24.5800
1990-11-14,320.4000,22.8900
1990-11-15,317.0200,22.5700
1990-11-16,317.1200,21.3400
1990-11-19,319.3400,20.9500
1990-11-20,315.3100,20.0900
1990-11-21,316.0300,21.0900
1990-11-23,315.1000,20.9800
1990-11-26,316.5100,22.7600
1990-11-27,318.1000,22.8600
1990-11-28,317.9500,22.9600
1990-11-29,316.4200,23.9100
1990-11-30,322.2200,22.1600
1990-12-03,324.1000,22.2900
1990-12-04,326.3500,22.0300
1990-12-05,329.9200,20.9400
1990-12-06,329.0700,22.6200
1990-12-07,327.7500,22.5900
1990-12-10,328.8900,23.5800
1990-12-11,326.4400,23.7500
1990-12-12,330.1900,21.2800
1990-12-13,329.3400,23.0500
1990-12-14,326.8200,23.8500
1990-12-17,326.0200,24.8500
1990-12-18,330.0500,23.1100
1990-12-19,330.2000,23.0800
1990-12-20,330.1200,23.1300
1990-12-21,331.7500,22.6600
1990-12-24,329.9000,24.0300
1990-12-26,330.8500,24.1800
1990-12-27,328.2900,24.8100
1990-12-28,328.7200,25.0500
1990-12-31,330.2200,26.3800
1991-01-02,326.4500,26.6200
1991-01-03,321.9100,27.9300
1991-01-04,321.0000,27.1900
1991-01-07,315.4400,28.9500
1991-01-08,314.9000,30.3800
1991-01-09,311.4900,33.3000
1991-01-10,314.5300,31.3300
1991-01-11,315.2300,32.6300
1991-01-14,312.4900,36.2000
1991-01-15,313.7300,36.1600
1991-01-16,316.1700,33.2000
1991-01-17,327.9700,27.4500
1991-01-18,332.2300,25.3900
1991-01-21,331.0600,24.3300
1991-01-22,328.3100,24.9000
1991-01-23,330.2100,23.9200
1991-01-24,334.7800,22.8600
1991-01-25,336.0700,22.2000
1991-01-28,336.0300,23.0500
1991-01-29,335.8400,23.1700
1991-01-30,340.9100,21.3700
1991-01-31,343.9300,20.9100
1991-02-01,343.0500,21.0400
1991-02-04,348.3400,21.8600
1991-02-05,351.2600,21.4600
1991-02-06,358.0700,22.6800
1991-02-07,356.5200,23.6000
1991-02-08,359.3500,23.3800
1991-02-11,368.5800,22.5600
1991-02-12,365.5000,22.2600
1991-02-13,369.0200,20.8600
1991-02-14,364.2200,21.4800
1991-02-15,369.0600,19.5700
1991-02-19,369.3900,19.8400
1991-02-20,365.1400,22.2600
1991-02-21,364.9700,20.7800
1991-02-22,365.6500,21.0100
1991-02-25,367.2600,22.8600
1991-02-26,362.8100,20.3800
1991-02-27,367.7400,21.2600
1991-02-28,367.0700,21.2300
1991-03-01,370.4700,21.2300
1991-03-04,369.3300,20.8600
1991-03-05,376.7200,20.4500
1991-03-06,376.1700,20.5500
1991-03-07,375.9100,21.0500
1991-03-08,374.9500,20.8100
1991-03-11,372.9600,20.8800
1991-03-12,370.0300,18.8200
1991-03-13,374.5700,16.0900
1991-03-14,373.5000,14.9400
1991-03-15,373.5900,14.9000
1991-03-18,372.1100,15.7900
1991-03-19,366.5900,16.1100
1991-03-20,367.9200,16.0400
1991-03-21,366.5800,16.8600
1991-03-22,367.4800,16.4900
1991-03-25,369.8300,16.7600
1991-03-26,376.3000,16.3100
1991-03-27,375.3500,16.5500
1991-03-28,375.2200,16.8800
1991-04-01,371.3000,17.4200
1991-04-02,379.5000,17.4000
1991-04-03,378.9400,17.6100
1991-04-04,379.7700,18.0100
1991-04-05,375.3600,17.6300
1991-04-08,378.6600,17.4100
1991-04-09,373.5600,20.1200
1991-04-10,373.1500,19.7300
1991-04-11,377.6300,17.2400
1991-04-12,380.4000,18.4500
1991-04-15,381.1900,16.5000
1991-04-16,387.6200,15.8200
1991-04-17,390.4500,15.4700
1991-04-18,388.4600,16.2600
1991-04-19,384.2000,15.6800
1991-04-22,380.9500,16.7800
1991-04-23,381.7600,17.0200
1991-04-24,382.7600,16.7200
1991-04-25,379.2500,17.1500
1991-04-26,379.0200,17.2700
1991-04-29,373.6600,18.2700
1991-04-30,375.3400,18.2400
1991-05-01,380.2900,17.7700
1991-05-02,380.5200,17.5200
1991-05-03,380.8000,17.2400
1991-05-06,380.0800,17.9200
1991-05-07,377.3200,17.4600
1991-05-08,378.5100,17.7800
1991-05-09,383.2500,17.1700
1991-05-10,375.7400,17.5400
1991-05-13,376.7600,17.6600
1991-05-14,371.6200,18.0000
1991-05-15,368.5700,18.3800
1991-05-16,372.1900,17.2400
1991-05-17,372.3900,16.6400
1991-05-20,372.2800,17.1000
1991-05-21,375.3500,16.0700
1991-05-22,376.1900,16.1600
1991-05-23,374.9600,16.1100
1991-05-24,377.4900,15.2300
1991-05-28,381.9400,15.6700
1991-05-29,382.7900,15.9000
1991-05-30,386.9600,16.0200
1991-05-31,389.8300,15.9300
1991-06-03,388.0600,16.8700
1991-06-04,387.7400,16.1700
1991-06-05,385.0900,16.4000
1991-06-06,383.6300,16.9300
1991-06-07,379.4300,16.9800
1991-06-10,378.5700,17.4700
1991-06-11,381.0500,17.3200
1991-06-12,376.6500,17.7200
1991-06-13,377.6300,16.9900
1991-06-14,382.2900,15.9800
1991-06-17,380.1300,15.5000
1991-06-18,378.5900,16.1400
1991-06-19,375.0900,17.4400
1991-06-20,375.4200,16.7500
1991-06-21,377.7500,16.5100
1991-06-24,370.9400,18.2800
1991-06-25,370.6500,17.8500
1991-06-26,371.5900,17.9800
1991-06-27,374.4000,17.8700
1991-06-28,371.1600,19.5500
1991-07-01,377.9200,18.6400
1991-07-02,377.4700,17.6300
1991-07-03,373.3300,19.4700
1991-07-05,374.0800,18.3500
1991-07-08,377.9400,20.2900
1991-07-09,376.1100,19.7600
1991-07-10,375.7400,19.1900
1991-07-11,376.9700,17.3900
1991-07-12,380.2500,18.2900
1991-07-15,382.3900,17.7800
1991-07-16,381.5400,17.4900
1991-07-17,381.1800,17.5200
1991-07-18,385.3700,15.7700
1991-07-19,384.2200,15.5000
1991-07-22,382.8800,16.9000
1991-07-23,379.4200,16.5800
1991-07-24,378.6400,16.4100
1991-07-25,380.9600,15.7400
1991-07-26,380.9300,15.4500
1991-07-29,383.1500,15.6700
1991-07-30,386.6900,15.4700
1991-07-31,387.8100,15.1800
1991-08-01,387.1200,15.4700
1991-08-02,387.1800,15.2600
1991-08-05,385.0600,15.9200
1991-08-06,390.6200,15.5400
1991-08-07,390.5600,15.5600
1991-08-08,389.3200,15.9800
1991-08-09,387.1200,15.4500
1991-08-12,388.0200,15.2600
1991-08-13,389.6200,14.7300
1991-08-14,389.9000,15.0900
1991-08-15,389.3300,15.1900
1991-08-16,385.5800,16.0100
1991-08-19,376.4700,21.1900
1991-08-20,379.4300,18.8600
1991-08-21,390.5900,15.6200
1991-08-22,391.3300,14.5900
1991-08-23,394.1700,14.4100
1991-08-26,393.8500,14.8100
1991-08-27,393.0600,15.4600
1991-08-28,396.6400,15.3100
1991-08-29,396.4700,14.8200
1991-08-30,395.4300,14.4600
1991-09-03,392.1500,16.5700
1991-09-04,389.9700,17.1800
1991-09-05,389.1400,17.3100
1991-09-06,389.1000,16.7600
1991-09-09,388.5700,17.7300
1991-09-10,384.5600,18.2200
1991-09-11,385.0900,17.9600
1991-09-12,387.3400,16.2100
1991-09-13,383.5900,17.8800
1991-09-16,385.7800,17.8200
1991-09-17,385.5000,17.6800
1991-09-18,386.9400,17.5600
1991-09-19,387.5600,17.5600
1991-09-20,387.9200,17.0800
1991-09-23,385.9200,16.3800
1991-09-24,387.7100,16.0400
1991-09-25,386.8800,15.6800
1991-09-26,386.4900,15.3500
1991-09-27,385.9000,16.3100
1991-09-30,387.8600,15.8500
1991-10-01,389.2000,14.8100
1991-10-02,388.2600,15.8100
1991-10-03,384.4700,17.0400
1991-10-04,381.2500,15.6300
1991-10-07,379.5000,18.5800
1991-10-08,380.6700,17.8100
1991-10-09,376.8000,18.5400
1991-10-10,380.5500,17.8000
1991-10-11,381.4500,17.6000
1991-10-14,386.4700,16.7100
1991-10-15,391.0100,16.2200
1991-10-16,392.8000,14.8500
1991-10-17,391.9200,16.3200
1991-10-18,392.5000,15.8700
1991-10-21,390.0200,16.6600
1991-10-22,387.8300,16.5500
1991-10-23,387.9400,16.2600
1991-10-24,385.0700,15.6200
1991-10-25,384.2000,15.7500
1991-10-28,389.5200,15.4500
1991-10-29,391.4800,15.5500
1991-10-30,392.9600,15.4600
1991-10-31,392.4500,15.4800
1991-11-01,391.3200,15.6000
1991-11-04,390.2800,16.3500
1991-11-05,388.7100,16.4800
1991-11-06,389.9700,16.4700
1991-11-07,393.7200,15.9700
1991-11-08,392.8900,15.4300
1991-11-11,393.1200,14.8900
1991-11-12,396.7400,14.0400
1991-11-13,397.4100,13.9500
1991-11-14,397.1500,13.9600
1991-11-15,382.6200,21.1800
1991-11-18,385.2400,18.2800
1991-11-19,379.4200,20.3400
1991-11-20,378.5300,20.4000
1991-11-21,380.0600,19.1100
1991-11-22,376.1400,21.2000
1991-11-25,375.3400,21.9200
1991-11-26,377.9600,19.8000
1991-11-27,376.5500,19.8400
1991-11-29,375.2200,20.2600
1991-12-02,381.4000,20.1800
1991-12-03,380.9600,19.7000
1991-12-04,380.0700,19.5400
1991-12-05,377.3900,20.1900
1991-12-06,379.1000,19.0400
1991-12-09,378.2600,19.7400
1991-12-10,377.9000,19.8900
1991-12-11,377.7000,20.5700
1991-12-12,381.5500,19.0800
1991-12-13,384.4700,17.8800
1991-12-16,384.4600,17.6200
1991-12-17,382.7400,18.1200
1991-12-18,383.4800,17.7800
1991-12-19,382.5200,17.9600
1991-12-20,387.0400,17.6500
1991-12-23,396.8200,16.6100
1991-12-24,399.3300,15.6700
1991-12-26,404.8400,15.4400
1991-12-27,406.4600,15.7000
1991-12-30,415.1400,17.6300
1991-12-31,417.0900,19.3100
1992-01-02,417.2600,18.9500
1992-01-03,419.3400,18.7500
1992-01-06,417.9600,18.9600
1992-01-07,417.4000,19.2300
1992-01-08,418.1000,18.7200
1992-01-09,417.6100,18.9600
1992-01-10,415.1000,18.4500
1992-01-13,414.3400,18.0100
1992-01-14,420.4400,17.0100
1992-01-15,420.7700,17.3900
1992-01-16,418.2100,17.6400
1992-01-17,418.8600,16.3200
1992-01-20,416.3600,16.4200
1992-01-21,412.6400,17.9200
1992-01-22,418.1300,16.7500
1992-01-23,414.9600,16.4600
1992-01-24,415.4800,16.2400
1992-01-27,414.9900,16.6700
1992-01-28,414.9600,17.6700
1992-01-29,410.3400,17.6200
1992-01-30,411.6200,17.4900
1992-01-31,408.7800,17.4000
1992-02-03,409.5300,18.2000
1992-02-04,413.8500,17.9600
1992-02-05,413.8400,18.2200
1992-02-06,413.8200,18.7900
1992-02-07,411.0900,18.5100
1992-02-10,413.7700,18.5600
1992-02-11,413.7600,17.7000
1992-02-12,417.1300,17.3700
1992-02-13,413.6900,17.4500
1992-02-14,412.4800,17.0300
1992-02-18,407.3800,18.2200
1992-02-19,408.2600,17.1600
1992-02-20,413.9000,16.7200
1992-02-21,411.4300,16.8700
1992-02-24,412.2700,17.1300
1992-02-25,410.4500,16.3500
1992-02-26,415.3500,16.6400
1992-02-27,413.8600,16.5100
1992-02-28,412.7000,16.6800
1992-03-02,412.4500,16.8800
1992-03-03,412.8500,17.2600
1992-03-04,409.3300,17.8900
1992-03-05,406.5100,18.4700
1992-03-06,404.4400,19.7500
1992-03-09,405.2100,19.6800
1992-03-10,406.8900,18.6800
1992-03-11,404.0300,19.7900
1992-03-12,403.8900,19.7200
1992-03-13,405.8400,18.3500
1992-03-16,406.3900,18.4600
1992-03-17,409.5800,16.7900
1992-03-18,409.1500,16.6900
1992-03-19,409.8000,16.5200
1992-03-20,411.3000,16.8200
1992-03-23,409.9100,16.7300
1992-03-24,408.8800,16.3200
1992-03-25,407.5200,16.1900
1992-03-26,407.8600,16.2900
1992-03-27,403.5000,16.0200
1992-03-30,403.0000,15.9700
1992-03-31,403.6900,16.1800
1992-04-01,404.2300,16.4800
1992-04-02,400.5000,17.0600
1992-04-03,401.5500,16.7200
1992-04-06,405.5900,16.7200
1992-04-07,398.0600,18.8100
1992-04-08,394.5000,20.1500
1992-04-09,400.6400,17.8900
1992-04-10,404.2900,16.8500
1992-04-13,406.0800,16.9900
1992-04-14,412.3900,15.9800
1992-04-15,416.2800,15.1500
1992-04-16,416.0400,14.8500
1992-04-20,410.1800,15.9300
1992-04-21,410.2600,16.5300
1992-04-22,409.8100,15.9600
1992-04-23,411.6000,15.8300
1992-04-24,409.0200,15.7100
1992-04-27,408.4500,16.4900
1992-04-28,409.1100,16.2400
1992-04-29,412.0200,15.9500
1992-04-30,414.9500,15.5300
1992-05-01,412.5300,16.6100
1992-05-04,416.9100,16.9200
1992-05-05,416.8400,16.6600
1992-05-06,416.7900,16.8100
1992-05-07,415.8500,16.5400
1992-05-08,416.0500,15.6500
1992-05-11,418.4900,15.1700
1992-05-12,416.2900,15.6800
1992-05-13,416.4500,15.1900
1992-05-14,413.1400,15.4900
1992-05-15,410.0900,14.8200
1992-05-18,412.8100,14.6200
1992-05-19,416.3700,13.5700
1992-05-20,415.3900,13.6200
1992-05-21,412.6000,13.9200
1992-05-22,414.0200,13.7300
1992-05-26,411.4100,14.9200
1992-05-27,412.1700,13.9900
1992-05-28,416.7400,13.7700
1992-05-29,415.3500,13.8600
1992-06-01,417.3000,14.4300
1992-06-02,413.5000,14.5700
1992-06-03,414.5900,14.3500
1992-06-04,413.2600,13.6600
1992-06-05,413.4800,14.6500
1992-06-08,413.3600,15.1900
1992-06-09,410.0600,15.9700
1992-06-10,407.2500,16.6200
1992-06-11,409.0500,16.2900
1992-06-12,409.7600,14.9500
1992-06-15,410.2900,14.7600
1992-06-16,408.3200,15.2200
1992-06-17,402.2600,18.0800
1992-06-18,400.9600,18.2000
1992-06-19,403.6700,16.3100
1992-06-22,403.4000,16.6600
1992-06-23,404.0400,14.5300
1992-06-24,403.8400,14.4000
1992-06-25,403.1200,14.4000
1992-06-26,403.4500,14.6700
1992-06-29,408.9400,13.2100
1992-06-30,408.1400,13.3500
1992-07-01,412.8800,13.3400
1992-07-02,411.7700,13.8800
1992-07-06,413.8400,14.8700
1992-07-07,409.1600,15.8300
1992-07-08,410.2800,15.5300
1992-07-09,414.2300,14.6000
1992-07-10,414.6200,13.7000
1992-07-13,414.8700,14.0100
1992-07-14,417.6800,13.5000
1992-07-15,417.1000,12.5200
1992-07-16,417.5400,12.2700
1992-07-17,415.6200,12.6000
1992-07-20,413.7500,12.6600
1992-07-21,413.7600,12.6000
1992-07-22,410.9300,13.5700
1992-07-23,412.0800,13.3300
1992-07-24,411.6000,13.3700
1992-07-27,411.5400,13.9000
1992-07-28,417.5200,13.0500
1992-07-29,422.2300,13.4400
1992-07-30,423.9200,13.5000
1992-07-31,424.2100,13.1700
1992-08-03,425.0900,13.8300
1992-08-04,424.3600,13.5800
1992-08-05,422.1900,13.8200
1992-08-06,420.5900,14.2300
1992-08-07,418.8800,13.9400
1992-08-10,419.4200,14.5100
1992-08-11,418.9000,15.0900
1992-08-12,417.7800,14.8800
1992-08-13,417.7300,15.3400
1992-08-14,419.9100,14.6600
1992-08-17,420.7400,14.6100
1992-08-18,421.3400,13.8400
1992-08-19,418.1900,14.3500
1992-08-20,418.2600,14.4800
1992-08-21,414.8500,15.0100
1992-08-24,410.7200,16.1900
1992-08-25,411.6100,15.6200
1992-08-26,413.5100,14.5000
1992-08-27,413.5300,13.6600
1992-08-28,414.8400,13.1400
1992-08-31,414.0300,13.5800
1992-09-01,416.0700,13.4000
1992-09-02,417.9800,12.7300
1992-09-03,417.9800,12.8800
1992-09-04,417.0800,12.9800
1992-09-08,414.4400,13.6500
1992-09-09,416.3600,13.3600
1992-09-10,419.9500,12.9200
1992-09-11,419.5800,12.4700
1992-09-14,425.2700,13.0000
1992-09-15,419.7700,13.6300
1992-09-16,419.9200,14.7200
1992-09-17,419.9300,14.3100
1992-09-18,422.9300,13.7400
1992-09-21,422.1400,13.4500
1992-09-22,417.1400,13.8800
1992-09-23,417.4400,13.8300
1992-09-24,418.4700,13.4400
1992-09-25,414.3500,14.8000
1992-09-28,416.6200,15.1900
1992-09-29,416.8000,14.9700
1992-09-30,417.8000,14.2800
1992-10-01,416.2900,16.3100
1992-10-02,410.4700,17.7900
1992-10-05,407.5700,20.0100
1992-10-06,407.1800,19.9500
1992-10-07,404.2500,21.0200
1992-10-08,407.7500,19.2600
1992-10-09,402.6600,20.5100
1992-10-12,407.4400,19.4900
1992-10-13,409.3000,17.9000
1992-10-14,409.3700,18.4200
1992-10-15,409.6000,17.1100
1992-10-16,411.7300,17.0100
1992-10-19,414.9800,17.3100
1992-10-20,415.4800,16.8700
1992-10-21,415.6700,16.6200
1992-10-22,414.9000,15.8400
1992-10-23,414.1000,16.4600
1992-10-26,418.1600,16.3200
1992-10-27,418.4900,16.2400
1992-10-28,420.1300,15.9500
1992-10-29,420.8600,15.4700
1992-10-30,418.6800,16.1500
1992-11-02,422.7500,16.6700
1992-11-03,419.9200,17.3300
1992-11-04,417.1100,16.2800
1992-11-05,418.3400,15.3800
1992-11-06,417.5800,14.6900
1992-11-09,418.5900,14.2300
1992-11-10,418.6200,14.3700
1992-11-11,422.2000,13.9900
1992-11-12,422.8700,14.3700
1992-11-13,422.4300,14.6100
1992-11-16,420.6800,14.8600
1992-11-17,419.2700,15.0100
1992-11-18,422.8500,14.5500
1992-11-19,423.6100,14.3300
1992-11-20,426.6500,13.6700
1992-11-23,425.1200,13.4000
1992-11-24,427.5900,12.6600
1992-11-25,429.1900,12.5000
1992-11-27,430.1600,12.5800
1992-11-30,431.3500,13.0100
1992-12-01,430.7800,12.8000
1992-12-02,429.8900,12.5600
1992-12-03,429.9100,12.0300
1992-12-04,432.0600,11.8100
1992-12-07,435.3100,12.0000
1992-12-08,436.9900,11.7300
1992-12-09,435.6500,12.5800
1992-12-10,434.6400,12.7500
1992-12-11,433.7300,12.3400
1992-12-14,432.8400,12.6600
1992-12-15,432.5700,12.4100
1992-12-16,431.5200,12.5800
1992-12-17,435.4300,12.1400
1992-12-18,441.2800,11.6600
1992-12-21,440.7000,11.6500
1992-12-22,440.3100,11.7500
1992-12-23,439.0300,11.5100
1992-12-24,439.7700,11.5700
1992-12-28,439.1500,12.2200
1992-12-29,437.9800,12.2900
1992-12-30,438.8200,12.6000
1992-12-31,435.7100,12.5700
1993-01-04,435.3800,13.3600
1993-01-05,434.3400,13.3500
1993-01-06,434.5200,13.3700
1993-01-07,430.7300,14.7200
1993-01-08,429.0500,13.7700
1993-01-11,430.9500,12.8600
1993-01-12,431.0400,12.7800
1993-01-13,433.0300,12.4200
1993-01-14,435.9400,11.9900
1993-01-15,437.1500,11.5700
1993-01-18,436.8400,11.4900
1993-01-19,435.1300,12.0600
1993-01-20,433.3700,12.1500
1993-01-21,435.4900,11.6900
1993-01-22,436.1100,11.3000
1993-01-25,440.0100,11.3800
1993-01-26,439.9500,11.4500
1993-01-27,438.1100,12.0100
1993-01-28,438.6600,12.0400
1993-01-29,438.7800,12.4200
1993-02-01,442.5200,12.3300
1993-02-02,442.5500,12.2500
1993-02-03,447.2000,12.1200
1993-02-04,449.5600,12.2900
1993-02-05,448.9300,12.9000
1993-02-08,447.8500,13.2200
1993-02-09,445.3300,13.4800
1993-02-10,446.2300,13.4300
1993-02-11,447.6600,12.6900
1993-02-12,444.5800,12.3800
1993-02-16,433.9100,15.7600
1993-02-17,433.3000,15.9000
1993-02-18,431.9000,15.5600
1993-02-19,434.2200,15.0200
1993-02-22,435.2400,14.7000
1993-02-23,434.8000,15.0400
1993-02-24,440.8700,14.7200
1993-02-25,442.3400,13.7600
1993-02-26,443.3800,13.1600
1993-03-01,442.0100,13.6000
1993-03-02,447.9000,12.4900
1993-03-03,449.2600,13.1300
1993-03-04,447.3400,13.4400
1993-03-05,446.1100,14.0800
1993-03-08,454.7100,16.2200
1993-03-09,454.4000,14.1700
1993-03-10,456.3300,13.9100
1993-03-11,453.7200,14.2600
1993-03-12,449.8300,15.6600
1993-03-15,451.4300,14.7400
1993-03-16,451.3700,14.5100
1993-03-17,448.3100,14.5300
1993-03-18,451.8900,14.1700
1993-03-19,450.1800,13.2300
1993-03-22,448.8800,13.6600
1993-03-23,448.7600,13.0200
1993-03-24,448.0700,12.4400
1993-03-25,450.8800,12.0800
1993-03-26,447.7800,12.2100
1993-03-29,450.7700,12.6300
1993-03-30,451.9700,12.2300
1993-03-31,451.6700,12.5300
1993-04-01,450.3000,13.0200
